,Occupation,Critical Problem Solving and Repetitive Work,Negotition and Leadership Capacity,Hazardous Environment,Empathy and Social Percetiveness,Artistic Ability,Coordination Capacity,Finger Dexterity
792,Rough Carpenters,-0.62282974,0.672592495,-1.256478686,-0.517427915,0.563510108,0.536407034,0.529529683
793,Carpet Installers,-0.844034613,-0.518883069,-0.818080284,-0.295902673,0.221350928,0.556732405,0.012707668
794,"Floor Layers, Except Carpet, Wood, and Hard Tiles",-0.79357804,-0.06477158,-0.730710519,-0.829802166,0.532975319,-0.309217737,0.048906898
795,Floor Sanders and Finishers,-1.07652883,-0.161933653,-1.248944201,-1.426696611,0.309008277,-0.725496626,-0.193801983
796,Tile and Marble Setters,-0.825514305,0.231245443,-0.770510241,-1.105866205,0.443309829,-0.483337812,-0.075047104
797,Cement Masons and Concrete Finishers,-1.22387714,0.39501369,-1.640169213,-0.819458389,0.061832654,0.865463964,0.06038409
798,Terrazzo Workers and Finishers,-1.591839595,-0.138957135,-1.055278893,-0.80268113,0.628921398,0.800459505,0.297364837
799,Construction Laborers,-1.097736854,-0.265042183,-1.426955966,-0.212351863,-0.009019691,-0.392318781,-0.532628538
800,"Paving, Surfacing, and Tamping Equipment Operators",-1.051290399,-0.57162867,-1.5067134,-0.303097273,-0.346526781,0.292912889,-1.439377864
801,Pile-Driver Operators,-0.866525084,-0.917943909,-1.941282896,-0.161262179,0.220570587,1.155576457,-0.808813051
802,Operating Engineers and Other Construction Equipment Operators,-1.088351033,0.14523249,-1.554588957,-0.746077619,-0.099467148,0.083601391,-0.836508574
803,Drywall and Ceiling Tile Installers,-0.712503707,-1.396693235,-0.643561525,-0.38776754,0.009526917,0.254356144,0.179625174
804,Tapers,-1.808160409,-1.142355982,-0.272508926,-0.962702209,-0.03413045,-0.077945746,-1.108549687
805,Electricians,0.296355702,0.011056094,-1.506857462,-0.716963122,0.071247779,0.347348816,-0.030354689
806,Glaziers,-0.787104389,-0.661362184,-1.021320793,-0.675804449,-0.182375948,0.820071489,-0.285624952
807,"Insulation Workers, Floor, Ceiling, and Wall",-1.135877944,0.014957559,-0.966103205,-0.521328702,-0.198172793,0.083954743,-0.202707396
808,"Insulation Workers, Mechanical",-0.368435994,-0.219612603,-1.509934421,0.06270854,0.346271038,0.849632927,0.014473901
809,"Painters, Construction and Maintenance",-1.543265935,0.421633918,-0.473769933,-0.413099118,0.663607375,0.966849656,0.020389678
810,Paperhangers,-1.03425586,-0.733466091,-0.473871759,-0.010220179,0.223834316,-0.644062683,0.528384829
811,Pipelayers,-0.909688631,-0.357891395,-1.283529927,-0.160817276,-0.112249314,0.988834088,-0.714763004
813,Pipe Fitters and Steamfitters,-0.325340225,-0.101443287,-1.360603687,-0.605438988,0.412303733,0.596883018,0.391006104
814,Plumbers,0.243258202,-0.416022812,-1.665198744,0.262969507,-0.20027271,-0.541335864,-0.081250907
815,Plasterers and Stucco Masons,-1.445055449,0.286277228,-0.741403906,-0.859414594,0.849767104,0.015739517,0.165578204
816,Reinforcing Iron and Rebar Workers,-0.882296677,-0.698003595,-1.399023456,-0.481443444,0.306971826,1.568621697,-0.369780238
817,Roofers,-0.945800245,0.475584905,-1.62779311,-0.193677832,0.034475823,0.766900715,-0.137821403
818,Sheet Metal Workers,-0.600560471,-0.27680795,-0.895813674,-0.931862256,0.119303215,1.046223779,0.212690869
819,Structural Iron and Steel Workers,-0.368964738,-0.400898694,-1.928385612,0.08172315,0.079619508,1.151242876,0.275347686
820,Solar Photovoltaic Installers,-0.643450718,0.700452653,-0.721584794,-0.89359571,0.135429969,-0.489797564,0.25425438
821,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",-1.247141674,-0.484563165,-1.409140902,-0.735533983,0.080241569,0.765707293,-0.873158919
822,Helpers--Carpenters,-0.722011802,-0.530857596,-1.435030948,-0.498948266,0.684852561,0.552921012,-0.627952335
823,Helpers--Electricians,-0.69245885,-1.285691657,-1.286015286,0.132006899,-0.152874919,0.343461184,-0.07119918
824,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",-2.006967208,-0.740972767,-0.176924686,-0.821993103,-0.113060583,0.64116688,-0.514120235
825,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",-1.09103606,0.046241263,-1.077961513,-1.237047491,0.764937993,0.162901874,0.180400739
826,Helpers--Roofers,-1.460987355,0.767799433,-1.431355462,-0.600156595,0.603697445,0.45832013,-0.11998403
828,Construction and Building Inspectors,0.835222927,0.076297791,-0.309718385,-0.40961485,-1.26608624,-1.463875245,-0.777723844
829,Elevator Installers and Repairers,0.917455346,0.11748261,-1.946786312,-0.158024994,-0.065161002,-0.471355284,0.29826432
830,Fence Erectors,-1.004212129,0.066529435,-1.182876285,-0.821990587,-0.065983735,-0.848944965,-0.330832431
831,Hazardous Materials Removal Workers,-0.381459846,0.307782606,-1.004538459,0.210034363,0.01391965,0.38642566,0.093242193
832,Highway Maintenance Workers,-1.328454168,1.376563985,-1.418416452,-0.302027209,-0.201332992,-0.030047071,0.138533248
833,Rail-Track Laying and Maintenance Equipment Operators,-0.759279678,0.340172172,-1.813257408,-0.338279422,0.337917193,0.648456853,-0.105894512
834,Septic Tank Servicers and Sewer Pipe Cleaners,-0.656387714,-0.663294602,-1.357940883,-0.169438617,-0.452417754,0.265835299,-0.4824694
835,Segmental Pavers,-1.121284603,1.368044277,-0.758917932,-0.359008142,-0.156308484,0.393889396,0.518453582
837,Solar Thermal Installers and Technicians,-0.353363819,0.203993088,-0.576769716,-0.100336055,0.498831866,1.068245621,0.476044654
838,Weatherization Installers and Technicians,-0.467178546,0.094091539,-1.240134836,-0.063141449,-0.235754702,0.395081163,0.090146901
839,"Derrick Operators, Oil and Gas",-0.008769149,-0.547689239,-2.151717013,0.27913263,-0.827628135,0.536998442,-0.490037296
840,"Rotary Drill Operators, Oil and Gas",-0.035791177,0.608759632,-2.009562794,-0.195226764,-0.176745302,1.02429829,0.088551432
841,"Service Unit Operators, Oil, Gas, and Mining",-0.253365404,1.354971105,-2.034563903,-0.202070186,-0.377205096,0.385415136,-0.335487473
842,"Earth Drillers, Except Oil and Gas",-0.210877066,0.250247099,-1.885325189,-0.322029518,0.163799323,-1.221647391,-0.057178842
843,"Explosives Workers, Ordnance Handling Experts, and Blasters",0.703826225,0.560252888,-2.191809882,-0.427911995,0.022796384,-0.066617084,0.780352975
844,Continuous Mining Machine Operators,-0.405725144,-0.861586855,-1.923718365,-0.164784443,-0.175970675,0.996831668,-0.65422415
845,Mine Cutting and Channeling Machine Operators,-0.450815235,-0.567994428,-1.745891098,-0.155152094,-0.643515939,0.111816662,-0.747201806
847,"Rock Splitters, Quarry",-1.035492441,-1.36148353,-1.340006964,0.040232721,0.131760444,-0.71527469,-1.468966694
848,"Roof Bolters, Mining",-0.495449034,-0.916979563,-2.159192332,-0.035879583,-0.708828836,1.030824225,-0.731468003
849,"Roustabouts, Oil and Gas",-1.101567463,-0.782249955,-1.702644641,-0.169715444,-0.297489876,0.374177686,-1.012706951
850,Helpers--Extraction Workers,-0.774373285,0.955708954,-2.156332966,-0.801368526,-0.0417948,0.694409356,0.243168071
852,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.223239496,1.432916838,-1.292504698,0.326984519,-0.476781165,1.207060343,-0.070448978
853,"Computer, Automated Teller, and Office Machine Repairers",0.819560201,-0.807412494,-0.005214875,-0.886147388,-0.693953438,-1.759943003,0.75693951
854,"Radio, Cellular, and Tower Equipment Installers and Repairers",-0.31708627,-0.21350063,-0.452400302,-0.762821058,-0.242461268,0.93767002,0.475181162
855,Radio Mechanics,0.608951708,-0.984363019,-0.628232316,-0.180998854,-0.03447803,-0.203845732,0.938570325
856,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.58702341,-0.103210038,-1.183491462,0.050703516,-0.366001797,-0.799251857,1.115628518
857,Avionics Technicians,0.919389958,-0.358846192,-0.609664412,-0.306753521,-0.246691643,-0.09096771,1.158165143
858,"Electric Motor, Power Tool, and Related Repairers",0.517137279,0.034021517,-1.636586929,-0.559838491,0.026090303,0.27633695,1.196105491
859,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.05709073,-1.16081792,-0.606083447,-0.245192757,-0.375224687,0.579841323,0.223475911
860,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",0.669812579,-0.049399476,-1.087011631,-0.4849339,0.317970583,-0.573087033,1.300550679
861,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",0.828528793,-1.222578208,-1.326052978,0.331191013,-0.278898907,1.458417219,-0.043603368
862,"Electronic Equipment Installers and Repairers, Motor Vehicles",0.060288532,0.482366543,-0.932512287,-0.707590199,0.338467907,-0.19356207,1.748017172
863,Electronic Home Entertainment Equipment Installers and Repairers,0.328128598,0.277486689,-0.310756606,-0.185355403,-0.285642881,-3.027224914,1.168519471
864,Security and Fire Alarm Systems Installers,-0.13684545,-0.669237329,-0.584196897,-0.226973366,-0.04976251,0.773692715,0.34829373
865,Aircraft Mechanics and Service Technicians,1.029874872,0.753986853,-1.685768713,-0.490505104,-0.050891776,-1.485614165,1.198308462
866,Automotive Body and Related Repairers,-0.444049004,-0.507111643,-1.058146139,-0.576298681,-0.117902649,-1.67333134,-0.422811705
867,Automotive Glass Installers and Repairers,-1.406080783,-0.432779767,-0.433043186,-0.321930528,-0.177280991,-0.987593701,-0.677098867
869,Automotive Master Mechanics,0.467607377,0.930089711,-1.783740953,-0.829889131,-0.482555743,-1.690047494,0.979195043
870,Automotive Specialty Technicians,0.022438456,0.065160527,-1.911710251,-0.3441482,-0.712305351,-0.966832315,0.522056829
871,Bus and Truck Mechanics and Diesel Engine Specialists,-0.306897817,0.107973405,-1.700192371,-0.378891649,-0.026241149,-0.599924747,0.085195402
872,Farm Equipment Mechanics and Service Technicians,0.470293545,-0.406680216,-1.844670906,0.256764636,-0.133041296,-0.994429195,0.940258114
873,"Mobile Heavy Equipment Mechanics, Except Engines",0.089174763,0.339179264,-1.805830115,-0.71574715,0.191298074,-0.311507985,1.023371081
874,Rail Car Repairers,-0.713555215,0.0776111,-1.540837181,-0.712834092,0.103357796,-1.05530567,0.082304346
875,Motorboat Mechanics and Service Technicians,0.244560922,-1.080982668,-1.509345845,-0.047425011,-0.242261759,-0.543100916,0.367433676
876,Motorcycle Mechanics,0.026580872,-0.498499831,-0.958421617,-0.34289896,0.215538019,-0.714147938,1.336656605
877,Outdoor Power Equipment and Other Small Engine Mechanics,-0.170043765,0.091365855,-1.477155545,-0.393880648,0.136622627,-2.106633538,0.538473576
878,Bicycle Repairers,-0.212577427,1.048854077,-0.883220074,-0.062080698,-0.088440436,-1.383412233,2.011541218
879,Recreational Vehicle Service Technicians,0.070070344,0.201252996,-1.353433251,-0.391408157,-0.183818327,-1.042232119,0.612777958
880,Tire Repairers and Changers,-0.795577215,-0.427332526,-1.317173195,-0.334720503,-0.195409266,0.133253334,-0.347845033
881,Mechanical Door Repairers,-0.424185921,0.361869499,-1.207855984,-0.338840492,-0.223291209,-0.709319376,0.584235051
882,"Control and Valve Installers and Repairers, Except Mechanical Door",0.038891835,-0.41587989,-1.300807296,-0.378897653,-0.212745115,0.465352243,-0.123230314
884,Heating and Air Conditioning Mechanics and Installers,0.043803401,0.749459066,-1.59066792,-0.299331799,0.371789355,-0.039193548,0.950036699
885,Refrigeration Mechanics and Installers,0.496704256,0.244961736,-1.840646045,-0.085101938,-0.449890041,-0.076450739,-0.231273325
886,Home Appliance Repairers,0.503951158,-0.220341518,-0.968712652,-0.050077967,-0.695556264,-1.063662623,1.223181391
887,Industrial Machinery Mechanics,0.484412976,-1.44472155,-1.653673175,0.065341828,-0.130091594,0.419916376,0.167955134
888,"Maintenance Workers, Machinery",-0.166198192,-1.232674588,-1.288884043,0.033496177,0.354789731,0.482834255,-0.505498019
889,Millwrights,0.068911515,0.896227938,-2.033715271,-0.045937141,0.09462477,0.232303529,1.306502442
890,"Refractory Materials Repairers, Except Brickmasons",-0.833963919,-0.799871539,-1.481781608,-0.495161782,-0.687858014,-0.027984599,-0.791208689
891,Electrical Power-Line Installers and Repairers,-0.155133882,1.139533496,-1.902382203,-0.37172725,0.291001219,0.166873566,0.250693301
892,Telecommunications Line Installers and Repairers,-0.330054409,-0.093593686,-1.416164261,-0.054148391,-0.012253335,0.798727194,-0.014186171
893,Camera and Photographic Equipment Repairers,0.456220079,-1.007059417,-0.190604282,-0.827011224,0.500751302,-2.564108055,0.862859462
894,Medical Equipment Repairers,0.462218708,-0.32459735,-0.456216651,-0.492770976,0.434715158,-0.499283197,1.55983194
895,Musical Instrument Repairers and Tuners,-0.270285084,0.921354706,-0.90136031,-0.644223181,1.667006362,-3.301030101,2.103416348
896,Watch Repairers,0.117818761,-0.744532318,-0.383338506,-0.217258569,0.287833924,-2.360656779,1.727842737
898,"Maintenance and Repair Workers, General",-0.170986264,-1.145808464,-1.363212403,0.18464615,-0.235126025,-0.184657167,0.211329336
899,Wind Turbine Service Technicians,0.442190013,-0.217806403,-1.647033473,-0.403421095,-0.012251481,0.362909753,0.081342708
900,"Coin, Vending, and Amusement Machine Servicers and Repairers",-0.497419523,-1.4507303,-0.107062502,0.083624586,-0.690039489,-1.645169984,0.778297676
901,Commercial Divers,0.365382934,0.233914569,-1.369156929,-0.088925115,-0.103874619,0.640191673,0.83873159
902,"Fabric Menders, Except Garment",-1.031733474,-1.175011896,-0.818037402,-0.254046308,0.276264642,-1.486514534,0.078386418
903,Locksmiths and Safe Repairers,-0.021644405,0.243942689,-0.702023455,-0.629371641,-0.261032142,-1.62197725,0.720036213
904,Manufactured Building and Mobile Home Installers,-0.14206393,2.136677583,-2.106056374,0.181453997,0.472968364,-0.736077262,1.419394393
905,Riggers,-0.411402088,-1.521672052,-1.49691022,0.359147896,-0.279528489,1.104687596,-1.029780672
906,Signal and Track Switch Repairers,0.458819631,-0.706738044,-1.687817627,-0.166490848,-0.700226904,-0.417259275,0.411459127
907,"Helpers--Installation, Maintenance, and Repair Workers",-0.528469599,-0.706790711,-0.599465355,-0.413935984,-0.776223279,-1.244383328,0.16754792
909,Geothermal Technicians,0.287935711,-0.706878108,-1.683093409,-0.287252401,-0.011141541,0.65785104,-0.95359587
910,First-Line Supervisors of Production and Operating Workers,0.16334447,1.545809502,-0.925005849,0.183684751,-0.695731659,-0.053401261,-0.584906048
911,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",-0.454973069,-0.228725788,-1.084608435,-0.339486637,0.446645304,-0.007462025,0.736227762
912,"Coil Winders, Tapers, and Finishers",-1.059130914,-1.128361914,-0.914739226,0.21145579,0.178488491,0.659335977,0.130763748
913,Electrical and Electronic Equipment Assemblers,-0.871175679,-0.153522773,-0.25066752,-1.088897283,-0.512405186,-0.043618122,0.896141414
914,Electromechanical Equipment Assemblers,-0.451299978,-1.550348484,-0.070053518,-0.797877874,-0.182583736,0.161285456,1.067755202
915,Engine and Other Machine Assemblers,-0.5581785,-0.938837233,-1.023619167,-0.074129888,0.046254059,0.260569179,0.550625684
916,Structural Metal Fabricators and Fitters,-0.772837142,-1.711000915,-0.883391086,0.304477129,0.093625754,0.070028482,-0.647113808
917,Fiberglass Laminators and Fabricators,-0.405574265,0.152408738,-1.311856075,-0.440566726,0.375988038,0.301581921,0.117308502
918,Team Assemblers,-0.700488224,-0.74399771,-0.027213252,-0.189926038,-0.623422678,0.213665596,1.527448135
919,Timing Device Assemblers and Adjusters,-0.575971494,-0.676330441,-0.007400982,-1.152295225,0.151037569,-1.26848456,1.038065624
921,Bakers,-1.424992607,-0.643611536,0.196608149,-0.433357445,0.392258434,0.282518258,-0.26475609
922,Butchers and Meat Cutters,-1.521859265,0.960626666,-0.587630211,-0.460946405,-0.598511311,0.284938289,0.304728455
923,"Meat, Poultry, and Fish Cutters and Trimmers",-1.837335778,0.475033348,-0.639908852,-0.446542188,-0.065196621,0.601739749,-0.358316399
924,Slaughterers and Meat Packers,-2.101710338,-1.712103582,-0.00744891,-0.698529911,0.166696565,1.252266259,-0.1961299
925,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",-1.009850884,0.281499581,-0.171189405,-0.71433818,-0.699764982,-0.751485861,0.013516702
926,Food Batchmakers,-0.720853223,-0.367475153,-0.591145367,-0.366299545,-0.176396379,0.017095884,0.125399305
927,Food Cooking Machine Operators and Tenders,-0.804433598,-0.535706636,-0.745078317,-0.255354396,-0.364550412,1.658688184,-0.183801216
929,"Computer-Controlled Machine Tool Operators, Metal and Plastic",0.304130837,-0.262204676,-1.097911572,-0.91411121,0.043049696,-0.650389594,0.348043337
930,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",0.562633378,-0.587269979,-0.933135714,-0.87007596,0.691488002,0.10026378,-0.145613982
931,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.68277044,-0.081255056,-1.230928435,-0.500119162,-0.219580126,-0.572505853,0.165779901
932,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.81602882,-0.517724296,-0.951066363,-0.549947648,0.234308326,0.823682742,-0.708792854
933,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",-0.252503299,-0.651148684,-1.191295591,-0.757265531,-0.143534961,1.409891286,0.30704904
934,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",-0.376403917,-0.87823762,-1.18008642,-0.895102279,0.140705804,-0.721785014,-0.346498295
935,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.356552652,-0.780042543,-0.591110239,-0.108925186,-0.199134078,-0.603239498,0.590479524
936,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.667591029,-0.303739319,-0.794402348,-0.771157314,-0.645422506,-0.460586175,0.313551815
937,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.414441738,-1.44025055,-0.915589145,-0.115262774,0.069079733,-0.199073208,0.096606032
938,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",-0.714150114,-0.598416204,-0.57616892,-1.092869129,-0.164949411,-0.302387694,0.275448987
939,Machinists,-0.163571492,-0.47129787,-1.074393351,-1.002438214,0.27227599,-1.190017859,0.132694049
940,Metal-Refining Furnace Operators and Tenders,-0.219023893,-0.529718566,-1.769107314,-0.272782661,-0.195502888,-0.453168887,-0.239147271
941,"Pourers and Casters, Metal",-0.833211304,0.172481807,-1.860723611,-0.345877367,-0.099954156,-0.957945961,-0.938109768
942,"Model Makers, Metal and Plastic",0.114485036,-1.278749323,-1.089784501,-0.979735533,0.232960617,0.340390124,-0.072732612
943,"Patternmakers, Metal and Plastic",-0.261560985,-1.393553916,-0.92216357,-1.002223257,0.973671549,0.251578696,-0.231267405
944,Foundry Mold and Coremakers,-1.00521817,-0.645133168,-1.43870938,-0.804396779,0.203666626,-0.539641037,0.079198783
945,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",-0.184463768,-1.232758257,-1.27673335,-0.253669548,-0.43900974,-0.683221133,-0.384167429
946,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.300496764,-0.939895897,-1.135902498,-0.732969095,-0.15175459,-0.453877575,-0.704249648
947,Tool and Die Makers,0.176503705,-1.296324331,-1.190521713,-0.203374253,1.162324942,0.319365607,-0.036241779
949,"Welders, Cutters, and Welder Fitters",-0.685559877,-0.018868188,-1.335641212,-1.107648476,0.826901992,0.311603959,-0.352959663
950,Solderers and Brazers,-1.526543542,-1.972752532,-0.218776428,-0.495307314,-0.068883338,-0.27752216,-0.568470456
951,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",-0.669802272,-0.516312251,-1.147329275,-0.544334756,-0.2092493,-0.970526868,-0.343772017
952,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",-0.547040252,-0.896071886,-1.248555728,-0.308977825,-0.446686588,0.260849297,-0.273876293
953,"Layout Workers, Metal and Plastic",-0.292112686,0.173528253,-1.512855473,-0.826671591,0.47463724,-0.308784939,0.089837908
954,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",-0.778368248,-0.333496366,-1.29106454,-0.400183459,0.059861159,0.570153656,-0.4609803
955,"Tool Grinders, Filers, and Sharpeners",-0.140543867,-0.621115077,-0.865781065,-0.810539577,-0.076240427,-0.568186652,1.214446656
957,Prepress Technicians and Workers,-0.763674446,0.056342344,0.345694032,-1.010692476,0.794118345,0.015895707,0.814722803
958,Printing Press Operators,0.223053402,-0.778082546,-1.13400827,-1.121478242,0.059997606,-1.1368335,-0.419547497
959,Print Binding and Finishing Workers,-0.49989989,-0.517956689,-0.664564517,-0.824905823,0.379850603,0.402261208,0.722579305
960,Laundry and Dry-Cleaning Workers,-1.745353985,-0.515738381,0.525931288,-0.236388643,-0.691745814,-0.482049901,0.2064649
961,"Pressers, Textile, Garment, and Related Materials",-1.732081471,-1.951718911,-0.21168356,-0.179019286,0.781480089,0.030764183,0.269651387
962,Sewing Machine Operators,-1.298319392,-1.388465966,0.289214977,-0.610254586,-0.459676467,-1.104585098,0.770601837
963,Shoe and Leather Workers and Repairers,-1.519502966,-1.181140718,0.014007717,-0.654855818,0.19616181,-1.733234455,-0.314147737
964,Shoe Machine Operators and Tenders,-0.921292747,-1.222913509,-0.303305388,-0.719415143,0.441648405,-0.696267205,0.332852521
965,"Sewers, Hand",-1.01584257,0.063258201,0.16108134,-0.987379292,2.344019538,-3.788126643,2.539816862
966,"Tailors, Dressmakers, and Custom Sewers",-1.119205848,-0.298076599,0.251752587,0.851453848,1.046755888,-1.502433148,1.653102334
967,Textile Bleaching and Dyeing Machine Operators and Tenders,-0.966527749,-0.256209369,-0.582268132,-0.301986342,-0.082690155,-1.293182429,-0.062764726
968,"Textile Cutting Machine Setters, Operators, and Tenders",-0.974781408,0.027760496,-0.229905775,-0.886438834,0.093954822,-0.472410558,0.729273879
969,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",-1.222925781,-1.240001045,-0.336944286,-0.371915686,-0.166763013,-1.412374822,0.443103342
970,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",-1.24662574,0.40551476,-0.729630896,-0.768255032,-0.095422046,-1.019730709,0.689018228
971,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",-0.246560383,-0.738256419,-1.002268133,-0.486281344,-1.246407354,0.694462431,-0.160504347
972,Fabric and Apparel Patternmakers,0.219950801,-0.699809008,0.489679965,-1.112556646,1.677943795,0.944560166,1.695475113
973,Upholsterers,-0.501544101,0.494022704,-0.509917695,-0.762448319,0.414167143,-1.574222135,1.966590212
975,Cabinetmakers and Bench Carpenters,-0.322169237,-0.324703008,-1.091230089,-0.610646849,0.202730845,-0.76396366,1.26798181
976,Furniture Finishers,-0.704893624,0.045156653,-0.891699052,-0.379648108,0.986126043,-0.222362139,0.898345277
977,"Model Makers, Wood",-0.027695287,-0.593708753,-1.302211946,-0.711433901,2.032560773,0.156537537,0.60718834
978,"Patternmakers, Wood",0.256365005,-1.849595249,-1.429593782,-0.646341114,0.944212539,-0.834644001,0.04933688
979,"Sawing Machine Setters, Operators, and Tenders, Wood",-0.832326211,-1.390980027,-1.465464332,-0.043505582,-0.270120823,-0.044436825,-0.767758355
980,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",-0.228670661,-1.918023402,-1.265621322,-0.752450301,-0.340186949,-0.1423263,-0.576499481
982,Nuclear Power Reactor Operators,0.948199174,-0.543602718,0.104161212,-0.744012772,-1.191236379,1.167744534,-0.177286515
983,Power Distributors and Dispatchers,0.680008244,-0.276950334,0.063280353,-0.72508978,-0.731475522,0.947360376,-0.031106084
984,Power Plant Operators,0.406393308,-0.621108162,-1.513098885,-0.170615117,-0.655248075,-0.18063646,-0.972310765
985,Stationary Engineers and Boiler Operators,0.092645587,0.2809466,-1.718476046,-0.580988312,-0.16811649,0.013105631,-0.527391891
986,Water and Wastewater Treatment Plant and System Operators,0.114076652,0.015624092,-1.351209058,-0.222914648,-0.601365859,-0.242512212,-0.603179223
987,Chemical Plant and System Operators,0.456032318,-1.442129733,-1.277647752,0.167072717,-1.684762818,0.081323024,-0.985827581
988,Gas Plant Operators,0.655651084,-0.905106947,-1.462782426,0.018080505,-0.772685023,-0.342898503,-1.131008404
989,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",0.256798119,0.12318845,-1.606556562,-0.776497636,-0.655422319,-0.203242489,-0.643311968
991,Biofuels Processing Technicians,-0.137413718,0.298232513,-1.272656424,-0.310688582,-0.983140493,0.209096648,0.063349552
993,Biomass Plant Technicians,-0.235044679,-0.195278117,-1.472808262,-0.165222156,-0.150093485,0.613701168,-0.505487056
994,Hydroelectric Plant Technicians,0.396846299,0.374750065,-1.549196833,-0.285122984,-0.083326059,0.008632064,0.332678795
995,Chemical Equipment Operators and Tenders,0.180721071,-0.432664576,-1.359303935,-0.027361659,-0.876423069,1.246604461,-0.024845269
996,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",-0.219409286,-0.948898161,-1.175280469,-0.295931491,-0.637224244,-0.666665232,-0.950619137
997,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",-0.511624086,-0.15398638,-1.304271592,-0.367328266,-0.467017295,0.030546146,0.026683486
998,"Grinding and Polishing Workers, Hand",-0.806029423,-0.499570809,-0.998038008,-0.782026954,0.534887966,-0.940385602,0.71752658
999,"Mixing and Blending Machine Setters, Operators, and Tenders",-0.272032588,-1.479096058,-0.873923182,0.02115108,-0.378415322,0.925150109,-0.456097292
1000,"Cutters and Trimmers, Hand",-1.006647437,-1.946626259,-0.69785234,-0.189219181,-0.153951948,0.326719983,-0.753701398
1001,"Cutting and Slicing Machine Setters, Operators, and Tenders",-0.845595773,0.131555109,-0.945167657,-0.70958041,-0.709405334,0.027647402,0.81903761
1002,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",-0.484546908,-0.989200887,-1.224193873,0.147293997,-0.093713871,0.399189155,-0.134239988
1003,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",-0.745350749,-0.710736023,-1.01377937,-0.220647842,-0.566956879,-0.530032915,-1.063989573
1004,"Inspectors, Testers, Sorters, Samplers, and Weighers",-0.439735442,-1.185883048,-0.074161668,-0.390019166,-0.869108233,0.627564793,-0.23182982
1006,Jewelers,-0.263439059,0.072903292,-0.776550612,-0.87525802,2.5881598,-2.125168414,2.347418801
1007,Gem and Diamond Workers,-0.450905237,-1.085723954,-0.085472799,-0.76867332,0.425348729,0.010318165,0.926412617
1008,Precious Metal Workers,-0.478225455,-0.885683899,-0.688500223,-0.868540884,1.831112402,-0.865961916,0.416001201
1009,Dental Laboratory Technicians,-0.174199227,-0.663275776,-1.075063214,-0.072635755,0.901582972,-0.526311175,0.867292869
1010,Medical Appliance Technicians,0.689339455,-0.384223859,-1.498085358,0.647032673,0.314565047,-0.620926044,0.612256586
1011,Ophthalmic Laboratory Technicians,-0.991143699,-0.767135012,0.048928227,-0.136882804,-0.639246881,0.046923442,1.574951344
1012,Packaging and Filling Machine Operators and Tenders,-1.082302694,-0.165826233,-1.014035323,-0.406032589,0.159187187,-0.092912376,-0.522643018
1013,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",-0.514809647,-1.440898842,-0.869571933,-0.144176005,-0.455211282,-0.040916244,-0.120552075
1014,"Painters, Transportation Equipment",-0.645045775,-0.299530438,-1.522730553,-0.600755983,1.113951005,-0.542484178,0.573603195
1015,"Painting, Coating, and Decorating Workers",-1.52755247,-0.770398586,-0.405381628,-1.43541148,0.70036287,-1.712461958,-0.657820333
